country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
USA,United States of America,Adrian,USA0001956,2,43.6371,-95.9328,Oil,,,,2005,Adrian Public Utilities Comm,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12400,2017,0.087,0.038,0.024,0.008,0.02,
USA,United States of America,Adrian Energy Associates LLC,USA0054903,2.4,41.891,-83.9929,Waste,,,,1995,LES Project Holdings LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,24552,2017,16.651,14.44,19.504,17.903,15.591,
USA,United States of America,Advance Stores Company  Inc,USA0059788,1,42.015,-72.5119,Solar,,,,2014,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.07623,1.38006,1.447,1.308,
USA,United States of America,Aeolus Wind Facility,USA0056225,3,36.4725,-101.3278,Wind,,,,2004,Aeolus Wind LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.50678,0.729,3.01,2.408,1.111,
USA,United States of America,Aera San Ardo Cogen Facility,USA0055184,6.2,35.9533,-120.86,Gas,,,,1989,Aera Energy LLC-San Ardo,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46322,2017,49.075,50.072,41.263,48.917,47.553,
USA,United States of America,Aerojet I,USA0057697,3,38.6135,-121.1629,Solar,,,,2010,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.109,6.38,6.363,5.725,5.12,
USA,United States of America,Aerojet II,USA0057698,2.7,38.6086,-121.1703,Solar,,,,2010,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.743,4.23,3.945,3.861,2.945,
USA,United States of America,Afton Generating Station,USA0055210,287,32.1142,-106.8465,Gas,,,,2003.916376,Public Service Co of NM,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48292,2017,0,0,0,0,401.978,
USA,United States of America,Agassiz Beach LLC,USA0055576,1.9,47.0053,-96.4356,Wind,,,,2001,CHI Operations Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48477,2017,5.082,5.483,5.53,5.379,4.324,
USA,United States of America,Agawam Solar,USA0059028,1.5,42.0819,-72.6144,Solar,,,,2012,Citizens Enterprises Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.996,2.157,2.234,2.183,1.992,
USA,United States of America,Agnews Power Plant,USA0050748,32,37.4058,-121.9272,Gas,,,,1990,OLS Energy-Agnews Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,19.285,15.661,31.849,16.64,20.898,
USA,United States of America,AgriReNew,USA0059181,1,41.6919,-90.8664,Biomass,,,,2013,AgriReNew,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.74,3.886,3.804,4.058,5.499,
USA,United States of America,Agrilectric Power Partners Ltd,USA0010593,12.1,30.2012,-93.1269,Waste,,,,1984,Agrilectric Power Partners Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,73.045,85.506,89.348,80.884,88.193,
USA,United States of America,Agrium Kenai Nitrogen Operations,USA0054452,12.5,60.6732,-151.3784,Gas,,,,1977,Agrium US Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,88.06836486
USA,United States of America,Agriwind,USA0056408,8.4,41.3017,-89.6236,Wind,,,,2007,AgriWind Project  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62635,2017,5.952,6.271,6.235,5.891,23.378,
USA,United States of America,Agua Caliente Solar Project,USA0057373,347.7,32.9774,-113.4945,Solar,,,,2013.087144,Agua Caliente Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60667,2017,675.525,741.181,739.734,743.533,728.74,
USA,United States of America,Agua Fria,USA0000141,613.5,33.5561,-112.2153,Gas,Oil,Solar,,1964.571312,Salt River Project,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31940,2017,77.023,12.617,109.798998,84.854,199.527,
USA,United States of America,Agua Mansa Power Plant,USA0055951,60.5,34.0414,-117.3603,Gas,,,,2003,E I Colton LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49568,2017,39.754,23.668,14.59,6.466,11.648,
USA,United States of America,Aguirre,WRI1028012,42,17.9533,-66.2312,Gas,,,,,,CEPR,http://energia.pr.gov/datos/plantas/,WRI,,,,,,,,295.9097059
USA,United States of America,Aguirre,WRI1026809,1492,17.9519,-66.2308,Oil,,,,1975,PREPA,PREPA,http://www.prepa.com/aguirre.asp,WRI,30928,,,,,,,8334.010812
USA,United States of America,Aidlin Geothermal Power Plant,USA0052158,25,38.8339,-122.881,Geothermal,,,,1989,Geysers Power Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15376,2017,112.149,139.692,132.136,125.286,115.589,
USA,United States of America,Ainsworth Wind,USA0056162,59.4,42.4489,-99.8917,Wind,,,,2005,Nebraska Public Power District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,52095,2017,185.115,194.809,192.618,176.314,162.168,
USA,United States of America,Air Products Port Arthur,USA0055309,169.1,29.8665,-93.9651,Gas,,,,2006.023655,Air Products LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57836,2017,,747.815996,,830.64,1007.139,
USA,United States of America,Airport 1 Solar (DIA),USA0059807,1.5,39.8994,-104.6753,Solar,,,,2010,Greenbacker Renewable Energy Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58114,2017,,2.03,2.47,2.523,2.59,
USA,United States of America,Airport Industrial,USA0007995,10,38.2844,-104.5308,Oil,,,,2002,Black Hills/Colorado Elec.Util,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-0.165,-0.162,-0.203,-0.209,-0.149,
USA,United States of America,Ajax Solar,USA0060288,5,34.8309,-79.1194,Solar,,,,2017,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.394,2.22963834
USA,United States of America,Akron Recycle Energy Plant,USA0054265,4,41.0733,-81.5306,Gas,Waste,Other,,1979,Akron Energy Systems LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,28.18187676
USA,United States of America,Akron WRF,USA0058980,1.8,41.1533,-81.5689,Biomass,,,,2014,City of Akron,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,6.714,7.89586,8.22024,8.0948,
USA,United States of America,Al Turi,USA0010549,2.4,41.4043,-74.3767,Waste,,,,2006.666667,Ameresco LFG I Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26367,2017,11.406,9.816,8.353,7.109,5.96,
USA,United States of America,Alabama Pine Pulp,USA0054429,69,31.5825,-87.4889,Biomass,Waste,Oil,Gas,1991,Alabama River Cellulose LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,61.554974,75.571,438.733217,439.412154,456.064711,
USA,United States of America,Alabama River Pulp,USA0010216,48,31.5825,-87.4889,Biomass,Waste,Oil,Gas,1978,Alabama River Cellulose LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12.336,11.305,318.296235,310.491884,287.087451,
USA,United States of America,Alameda,USA0007450,54.8,37.7886,-122.2889,Gas,Oil,,,1986,Northern California Power Agny,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27937,2017,0,0,0,0,13.155,
USA,United States of America,Alamo,USA0000905,19.6,34.8158,-118.6867,Hydro,,,,1986,California Dept. of Water Resources,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15328,2017,22.048,19.265,23.88,67,104.372,
USA,United States of America,Alamo 6,USA0059206,105,30.9931,-102.2708,Solar,,,,2017,BHE Renewables  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,262.216,46.82240514
USA,United States of America,Alamo Solar,USA0059469,20,34.6822,-117.3475,Solar,,,,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,34.449,52.591,51.002,8.918553359
USA,United States of America,Alamogordo Solar Energy Center,USA0057577,5,32.8657,-105.9998,Solar,,,,2011,PNM Resources,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66156,2017,11.735,11.267,11.046,11.552,11.421,
USA,United States of America,Alamosa,USA0000464,53.2,37.4594,-105.8947,Gas,Oil,,,1975,Public Service Co of Colorado,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30838,2017,9.964,1.866,3.593,4.072,0.406,
USA,United States of America,Albany,USA0002113,6.2,40.245,-94.339,Oil,,,,1974.177419,City of Albany - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12717,2017,0.008,0,0,0,0,
USA,United States of America,Albany Green Energy,USA0060340,54.5,31.5559,-84.1103,Waste,Gas,Biomass,,2017,Albany Green Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,191.308005,0
USA,United States of America,Albany Medical Ctr Cogen Plant,USA0059453,4.6,42.655,-73.7777,Gas,,,,2013,Albany Medical Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67931,2017,,29.866,31.471,32.284,31.435,
USA,United States of America,Albany Solar,USA0060519,10,45.6413,-94.5993,Solar,,,,2017,Enel Green Power NA  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,10.562,4.45927668
USA,United States of America,Albemarle Hospital Unit,USA0056339,1.8,35.3636,-80.1939,Oil,,,,2006,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57610,2017,0.076,0.072,0.066,0.081,0.104,
USA,United States of America,Albemarle Prime Power Park,USA0056263,3.6,35.4072,-80.1518,Oil,,,,2006,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,53738,2017,-0.012,0.091,0.103,0.09,0.136,
USA,United States of America,Albemarle Solar Center LLC,USA0058806,5,35.2931,-77.5569,Solar,,,,2015,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.002,9.155,9.678,9.677,
USA,United States of America,Albeni Falls,USA0000851,42,48.1802,-116.9986,Hydro,,,,1955,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35529,2017,230.48,160.597,180.77,208.4,154.187,
USA,United States of America,Albertson Solar LLC,USA0059901,5,35.093,-77.8127,Solar,,,,2015,Albertson Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,5.32,11.104,11.613,2.22963834
USA,United States of America,Albertville,USA0007924,4,34.3634,-86.2239,Oil,,,,2000,Albertville Municipal Utilities Board,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47961,2017,0,0,0,0,0,
USA,United States of America,Albuquerque Solar Energy Center,USA0057567,2,35.169,-106.6,Solar,,,,2011,PNM Resources,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.715,4.458,4.185,4.37,4.31,
USA,United States of America,Alcona,USA0001693,8,44.562,-83.8045,Hydro,,,,1924,Consumers Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17506,2017,27.658,30.711,28.055,29.953,33.507,
USA,United States of America,Alcova,USA0006409,41.4,42.5484,-106.7175,Hydro,,,,1955,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35616,2017,91.922,73.132,78.306,108.678,133.364,
USA,United States of America,Alden Bailey Power Plant,USA0056223,10.9,46.1584,-123.406,Gas,,,,2002,Clatskanie Peoples Util Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49190,2017,0,0.18718,0.39102,0.01274,0,
USA,United States of America,Alder,USA0003913,50,46.8016,-122.3102,Hydro,,,,1946.5,City of Tacoma - (WA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34112,2017,222.108,247.536,191.283,251.255,232.142,
USA,United States of America,Alethea I,USA0058519,2.8,40.0006,-74.735,Solar,,,,2011,Syncarpha Alethea I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.74,3.57,3.518,3.675,3.562,
USA,United States of America,Alexander,USA0004060,4.2,45.1875,-89.7553,Hydro,,,,1925,Wisconsin Public Service Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37242,2017,20.622,26.378,23.609,28.669,30.22,
USA,United States of America,Alexander Wind Farm LLC,USA0058666,50.7,38.4247,-99.5075,Wind,,,,2016,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61750,2017,,,18.96,203.443,218.555,8.994563084
USA,United States of America,Alexandria,USA0001958,9.2,45.8892,-95.3797,Oil,Gas,,,1964.521739,City of Alexandria - (MN),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12831,2017,0.00784,0.00784,0,0,0.085,
USA,United States of America,Algodones,USA0002475,45,35.3844,-106.4642,Gas,Oil,,,1955.666667,Public Service Co of NM,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30271,2017,,,,,,317.0461135
