country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017
USA,United States of America,Black River Hydro Associates,USA0010687,5.7,43.5912,-75.3442,Hydro,1984,CHI Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.925,14.882,7.484,8.278,10.3
USA,United States of America,Blackstone/Tupperware,USA0050177,1.6,42.0145,-71.5444,Hydro,1981,Blackstone Hydro Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34079,2017,4.44708,3.96396,3.148,2.128,2.372
USA,United States of America,Blake,USA0002547,15,44.5065,-74.7534,Hydro,1957,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27793,2017,64.116,58.115,52.242,51.528,75.858
USA,United States of America,Blakely Mountain,USA0000197,75,34.571,-93.1944,Hydro,1955,USCE -Vickburg District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35535,2017,165.452,168.451,209.455,223.819,111.823
USA,United States of America,Blanchard,USA0001892,18,45.8614,-94.3592,Hydro,1946,ALLETE  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26505,2017,86.962,100.393,85.856,114.265,110.122
USA,United States of America,Blenheim Gilboa,USA0002691,1000,42.4423,-74.4479,Hydro,1973,New York Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27567,2017,-121.264,-176.02,-177.465,-186.162,-163.034
USA,United States of America,Blind Canyon Hydro,USA0054514,1.3,42.6998,-114.8226,Hydro,1992,Blind Canyon Aqua Ranch Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14642,2017,2.798,3.366,3.972,3.347,4.312
USA,United States of America,Bliss,USA0000810,75,42.9138,-115.071,Hydro,1950,Idaho Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22753,2017,291.809,301.557,311.673,287.612,343.369
USA,United States of America,Blue Lake Hydro,USA0000093,15.9,57.0516,-135.2297,Hydro,2014,City & Borough of Sitka - (AK),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,52.463,40.707,59.501,69.018,59.004
USA,United States of America,Blue Mesa,USA0000512,86.4,38.4532,-107.3375,Hydro,1967,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35620,2017,134.604,221.259,258.762,252.915,311.473
USA,United States of America,Blue Ridge,USA0000757,23.5,34.8839,-84.2822,Hydro,1935,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34333,2017,57.416,31.844,29.178,27.71,20.068
USA,United States of America,Boatlock,USA0001603,3.1,42.2086,-72.6014,Hydro,1923,City of Holyoke Gas and Electric Dept.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22285,2017,14.061,12.059,14.939,11.197,15.283
USA,United States of America,Boise R Diversion,USA0006397,3.3,43.5377,-116.0938,Hydro,2004,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.998,7.038,8.252,8.849,11.825
USA,United States of America,Bolton Falls,USA0007056,8.8,44.3594,-72.8167,Hydro,1986,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21405,2017,26.924,21.666,20.364,18.132,13.788
USA,United States of America,Boltonville Hydro Associates,USA0050539,1.1,44.1706,-72.0994,Hydro,1986,Boltonville Hydro Associates,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36551,2017,4.648,3.978,4.354,3.981,4.729
USA,United States of America,Bonneville,USA0003075,1162,45.6441,-121.941,Hydro,1961,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35537,2017,4671.527,4876.917,4127.097,4625.436,4834.674
USA,United States of America,Bonny Eagle,USA0001482,7.2,43.6877,-70.6116,Hydro,1910,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15886,2017,44.27,47.051,38.064,39.288,40.847
USA,United States of America,Boone Dam,USA0003395,105.9,36.4403,-82.4381,Hydro,1953,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34334,2017,306.139,111.295,138.638,117.98,139.096
USA,United States of America,Boott Hydropower,USA0010556,22.9,42.6525,-71.3224,Hydro,1985,Boott Hydropower Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65244,2017,104.614,85.89,68.371,63.146,83.053
USA,United States of America,Borel,USA0000328,12,35.5881,-118.5248,Hydro,1919,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33121,2017,7.122,-0.209,-0.221,-0.218,-0.308
USA,United States of America,Boulder,USA0003699,4.2,37.9858,-111.4383,Hydro,1959,Garkane Energy Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20725,2017,20.637,20.343,22.936,25.577,24.525
USA,United States of America,Boulder Canyon Hydro,USA0000466,5,40.0047,-105.3325,Hydro,2013,Boulder City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30843,2017,11.97,19.615,6.272,12.119,12.58
USA,United States of America,Boulder City Betasso Hydro Plant,USA0054680,3,40.0111,-105.3347,Hydro,1988,Boulder City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14798,2017,8.299,8.31,7.757,7.05,7.704
USA,United States of America,Boulder City Lakewood Hydro,USA0054679,3.5,40.0111,-105.3347,Hydro,2004,Boulder City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14802,2017,8.299,8.31,7.757,7.05,7.704
USA,United States of America,Boulder City Silver Lake Hydro,USA0055931,3.3,39.9913,-105.5,Hydro,2000,Boulder City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14805,2017,9.175,10.113,9.614,9.058,9.515
USA,United States of America,Boundary,USA0006433,1118.6,48.9871,-117.3478,Hydro,1975,City of Seattle - (WA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32342,2017,3459.27,4243.407,3465.956,3884.516,3821.117
USA,United States of America,Bowman,USA0050546,3.6,39.4484,-120.6534,Hydro,1986,Nevada Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55103,2017,6.28,5.083,3.953,14.7,20.462
USA,United States of America,Box Canyon,USA0003891,90,48.7809,-117.4183,Hydro,1955,PUD No 1 of Pend Oreille County,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29884,2017,415.118,434.992,507.236,487.406,352.67
USA,United States of America,Box Canyon Dam,USA0050179,5,41.2792,-122.3292,Hydro,1986,Siskiyou Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,10.838,8.188,9.815,23.912,25.294
USA,United States of America,Boyds Mill Hydro,USA0003253,1.4,34.4555,-82.1993,Hydro,1997,Northbrook Carolina Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18701,2017,5.252,4.135,2.329,2.295,2.619
USA,United States of America,Boysen,USA0000505,15,43.4179,-108.1775,Hydro,1952,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35623,2017,30.586,69.504,65.509,67.474,88.947
USA,United States of America,Bradley Lake,USA0007367,126,59.7786,-150.9401,Hydro,1991,Homer Electric Assn Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22300,2017,368.254,432.575,471.705,430.509,387.059
USA,United States of America,Brainerd Public Utilities,USA0050636,2.9,46.3758,-94.1817,Hydro,1929,Brainerd Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30471,2017,16.32708,18.929,18.554,20.116,19.401
USA,United States of America,Brasfield,USA0010155,2.9,37.2208,-77.5245,Hydro,1993,Appomattox River Associates LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33814,2017,11.40678,9.94455,10.563,10.565,6.037
USA,United States of America,Brassua Hydroelectric Project,USA0010555,3.6,45.6603,-69.8122,Hydro,1989,Brassua Hydroelectric LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34037,2017,16.74,15.548,15.582,17.404,19.295
USA,United States of America,Bridgewater,USA0002719,27.7,35.7428,-81.8372,Hydro,1925,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18704,2017,98.25,56.492,68.716,48.345,51.905
USA,United States of America,Brigham City,USA0003666,1.8,41.5016,-111.9934,Hydro,1935,Brigham City Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14942,2017,6.385,4.442,4.052,6.02,10.96
USA,United States of America,Broadwater Power Project,USA0054006,9.7,46.1206,-111.4077,Hydro,1989,Montana Dept-Natural Res&Consv,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46057,2017,45.08,52.111,47.289,48.339,52.898
USA,United States of America,Broken Bow Dam,USA0006415,100,34.1388,-94.6845,Hydro,1970,USCE-Tulsa District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35534,2017,140.215,158.114,212.126,195.621,57.814
USA,United States of America,Brookfield Power Glen Falls Hydro,USA0056936,11.8,43.3085,-73.6366,Hydro,1965,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,56.935,58.916,52.51,49.055,62.085
USA,United States of America,Brownlee,USA0000811,585.4,44.8367,-116.8975,Hydro,1967,Idaho Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22754,2017,1675.425,1917.445,1718.844,2013.316,2394.269
USA,United States of America,Browns Falls,USA0002548,16,44.2114,-75.0594,Hydro,1923,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27791,2017,63.288,61.536,41.733,43.646,70.913
USA,United States of America,Brule,USA0001775,5.3,45.9472,-88.2189,Hydro,1920,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37178,2017,14.83,16.591,17.615,16.679,18.664
USA,United States of America,Brunswick Hydro,USA0001483,19.6,43.9205,-69.9678,Hydro,1982,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15885,2017,91.351,99.631,86.966,78.718,83.701
USA,United States of America,Buchanan (MI),USA0001754,4.4,41.8396,-86.3511,Hydro,1923,Indiana Michigan Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23011,2017,17.108,17.973,16.525,17.256,15.71
USA,United States of America,Buchanan Dam (TX),USA0003595,54.9,30.7507,-98.4176,Hydro,1942,Lower Colorado River Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25172,2017,10.184,7.249,1.402,45.024,18.646
USA,United States of America,Buck Hydro,USA0003772,8.4,36.8082,-80.9387,Hydro,1912,Appalachian Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,14.728,3.647,37.45,36.979,36.726
USA,United States of America,Bucks Creek,USA0000220,66,39.9106,-121.3277,Hydro,1928,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29360,2017,137.772,70.387,79.157,260.393,265.473
USA,United States of America,Buffalo Bill,USA0007317,18,44.5082,-109.1707,Hydro,1992,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35622,2017,58.247,97.067,58.194,53.641,119.56
USA,United States of America,Buford,USA0000759,131.2,34.1623,-84.0774,Hydro,2005,USCE-Mobile District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35536,2017,213.916,180.168,162.098,198.677,64.921
USA,United States of America,Bull Shoals,USA0000198,340,36.3635,-92.5763,Hydro,1958,USCE-Little Rock District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35538,2017,479.501,513.677,1097.82,875.676,849.408
USA,United States of America,Bulls Bridge,USA0000541,7.2,41.659,-73.492,Hydro,1903,FirstLight Power Resources Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17266,2017,35.446,37.929,24.372,18.677,31.908
